OrderID,OrderDate,PostcodeDistrict,AreaGroup,OrderType,Plan,Product,UnitPrice,Quantity,Revenue,DeliverySlot,OnTime,Fulfilled,PrePostPilot,IsSubscription,IsEvening,IsOnTime,Month
336,2025-04-27,E10,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
337,2025-04-27,E16,Docklands,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
338,2025-04-27,IG3,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
339,2025-04-28,E10,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
340,2025-04-28,E6,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
341,2025-04-28,E13,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
342,2025-04-28,RM9,Barking-Dagenham,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
343,2025-04-28,IG6,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
344,2025-04-28,E6,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
345,2025-04-28,IG3,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
346,2025-04-29,IG11,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
347,2025-04-29,IG1,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
348,2025-04-29,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
349,2025-04-29,E6,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
350,2025-04-29,RM6,Barking-Dagenham,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
351,2025-04-29,E16,Docklands,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
352,2025-04-29,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
353,2025-04-30,IG3,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
354,2025-04-30,IG2,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
355,2025-04-30,IG4,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
356,2025-04-30,RM6,Barking-Dagenham,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
357,2025-04-30,E10,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-04
358,2025-04-30,IG4,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
359,2025-04-30,IG2,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
360,2025-04-30,E11,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
361,2025-04-30,E16,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
362,2025-05-01,IG3,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
363,2025-05-01,E9,Hackney-BethnalGreen,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
364,2025-05-01,RM8,Barking-Dagenham,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
365,2025-05-01,RM8,Barking-Dagenham,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
366,2025-05-01,E7,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
367,2025-05-01,IG2,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
368,2025-05-01,E6,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
369,2025-05-02,RM8,Barking-Dagenham,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
370,2025-05-02,E13,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
371,2025-05-02,E14,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
372,2025-05-02,E10,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
373,2025-05-02,E6,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
374,2025-05-02,E11,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
375,2025-05-02,IG4,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
376,2025-05-02,E9,Hackney-BethnalGreen,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
377,2025-05-02,E13,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
378,2025-05-02,E10,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
379,2025-05-02,E12,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
380,2025-05-02,IG11,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
381,2025-05-03,E10,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,No,Yes,Pre-Pilot,1,0,0,2025-05
382,2025-05-03,E1,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
383,2025-05-03,IG4,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,No,Yes,Pre-Pilot,1,0,0,2025-05
384,2025-05-03,E10,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
385,2025-05-03,E14,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
386,2025-05-04,RM9,Barking-Dagenham,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
387,2025-05-04,E1,Docklands,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
388,2025-05-04,RM8,Barking-Dagenham,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
389,2025-05-04,E1,Docklands,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
390,2025-05-04,IG3,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
391,2025-05-04,E10,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
392,2025-05-04,E1,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
393,2025-05-04,RM9,Barking-Dagenham,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
394,2025-05-04,E13,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
395,2025-05-05,E16,Docklands,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
396,2025-05-05,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
397,2025-05-05,IG11,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
398,2025-05-05,E16,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
399,2025-05-05,E16,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
400,2025-05-05,E1,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
401,2025-05-05,IG1,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
402,2025-05-06,IG3,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
403,2025-05-06,E14,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
404,2025-05-06,E16,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
405,2025-05-06,E1,Docklands,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
406,2025-05-06,E3,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
407,2025-05-06,IG6,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
408,2025-05-06,E16,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
409,2025-05-07,IG4,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
410,2025-05-07,RM6,Barking-Dagenham,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
411,2025-05-07,IG3,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
412,2025-05-07,IG1,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
413,2025-05-07,IG3,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
414,2025-05-07,IG3,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
415,2025-05-07,E13,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
416,2025-05-07,IG11,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
417,2025-05-07,IG3,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
418,2025-05-08,IG1,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
419,2025-05-08,E12,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
420,2025-05-08,IG1,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
421,2025-05-08,E3,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
422,2025-05-08,E10,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
423,2025-05-08,E6,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
424,2025-05-08,E1,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
425,2025-05-08,E14,Docklands,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
426,2025-05-09,IG11,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
427,2025-05-09,IG2,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
428,2025-05-09,E7,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
429,2025-05-09,E7,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
430,2025-05-09,E1,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
431,2025-05-09,E3,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
432,2025-05-09,E14,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
433,2025-05-10,E10,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
434,2025-05-11,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
435,2025-05-11,E7,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
436,2025-05-11,E3,Docklands,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
437,2025-05-11,E2,Hackney-BethnalGreen,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
438,2025-05-12,RM9,Barking-Dagenham,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
439,2025-05-12,E3,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
440,2025-05-12,E6,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
441,2025-05-12,E6,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
442,2025-05-12,E3,Docklands,Subscription,Essence,Essence,32.95,1,32.95,Morning,No,Yes,Pre-Pilot,1,0,0,2025-05
443,2025-05-12,RM9,Barking-Dagenham,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
444,2025-05-12,E2,Hackney-BethnalGreen,Subscription,Essence,Essence,32.95,1,32.95,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-05
445,2025-05-12,E13,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
446,2025-05-12,E2,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
447,2025-05-13,E13,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
448,2025-05-13,E3,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
449,2025-05-13,IG11,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
450,2025-05-13,IG6,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
451,2025-05-13,E8,Hackney-BethnalGreen,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
452,2025-05-13,E9,Hackney-BethnalGreen,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
453,2025-05-13,E10,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
454,2025-05-13,E11,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-05
455,2025-05-14,E7,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,No,Yes,Pre-Pilot,1,0,0,2025-05
456,2025-05-14,E10,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
457,2025-05-14,IG4,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
458,2025-05-14,IG3,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
459,2025-05-14,E16,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
460,2025-05-14,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
461,2025-05-14,IG2,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
462,2025-05-14,RM6,Barking-Dagenham,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
463,2025-05-14,E16,Docklands,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
464,2025-05-15,RM8,Barking-Dagenham,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,No,Yes,Pre-Pilot,1,0,0,2025-05
465,2025-05-15,E13,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
466,2025-05-15,IG3,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
467,2025-05-15,IG6,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
468,2025-05-15,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
469,2025-05-15,RM8,Barking-Dagenham,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
470,2025-05-15,E8,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
471,2025-05-15,IG3,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
472,2025-05-15,E14,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
473,2025-05-15,E14,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
474,2025-05-15,IG4,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
475,2025-05-15,RM9,Barking-Dagenham,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
476,2025-05-15,E16,Docklands,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
477,2025-05-16,E11,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
478,2025-05-16,IG6,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
479,2025-05-16,E3,Docklands,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
480,2025-05-16,IG4,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
481,2025-05-16,E6,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
482,2025-05-16,IG2,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
483,2025-05-16,E13,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
484,2025-05-16,IG4,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
485,2025-05-16,IG4,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
486,2025-05-17,E10,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
487,2025-05-17,E10,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
488,2025-05-17,IG1,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
489,2025-05-17,E1,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
490,2025-05-18,IG11,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
491,2025-05-18,IG2,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-05
492,2025-05-18,E9,Hackney-BethnalGreen,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
493,2025-05-18,E12,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
494,2025-05-18,E13,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
495,2025-05-18,E11,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
496,2025-05-19,IG2,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-05
497,2025-05-19,IG2,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
498,2025-05-19,E9,Hackney-BethnalGreen,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
499,2025-05-19,IG11,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
500,2025-05-19,IG11,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
501,2025-05-19,E12,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-05
502,2025-05-19,E14,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-05
